programme_title,mod_code,comp,stud_no
MBiol Biology,BIO8068,No,0
MBiol Biology,BIO8196,No,0
MBiol Biology,BIO8197,No,0
MBiol Biology,MMB8003,No,0
MBiol Biology,NES8006,No,0
MBiol Biology,NES8007,No,0
MBiol Biology,NES8010,No,0
MBiol Biology,SPG8500,No,0
MBiol Biology (Cell & Molecular),ACE1022,No,0
MBiol Biology (Cell & Molecular),ACE1056,No,0
MBiol Biology (Cell & Molecular),ACE1057,No,0
MBiol Biology (Cell & Molecular),BIO1020,Yes,0
MBiol Biology (Cell & Molecular),BIO1021,Yes,0
MBiol Biology (Cell & Molecular),BIO1022,Yes,0
MBiol Biology (Cell & Molecular),BIO1023,Yes,0
MBiol Biology (Cell & Molecular),CEG1603,No,0
MBiol Biology (Cell & Molecular),CHY1610,No,0
MBiol Biology (Cell & Molecular),MST1203,No,0
MBiol Biology (Cell & Molecular),MST1204,Yes,0
MBiol Biology (Cell & Molecular),MST1206,No,0
MBiol Biology (Cell & Molecular),ACE2031,No,0
MBiol Biology (Cell & Molecular),ACE2077,No,0
MBiol Biology (Cell & Molecular),BIO2017,No,0
MBiol Biology (Cell & Molecular),BIO2018,No,0
MBiol Biology (Cell & Molecular),BIO2020,Yes,0
MBiol Biology (Cell & Molecular),BIO2023,Yes,0
MBiol Biology (Cell & Molecular),BIO2030,Yes,0
MBiol Biology (Cell & Molecular),BIO2033,Yes,0
MBiol Biology (Cell & Molecular),BIO2034,No,0
MBiol Biology (Cell & Molecular),BIO2035,No,0
MBiol Biology (Cell & Molecular),BIO2036,No,0
MBiol Biology (Cell & Molecular),MST2202,No,0
MBiol Biology (Cell & Molecular),NCL2007,No,80
MBiol Biology (Cell & Molecular),NCL2100,No,0
MBiol Biology (Cell & Molecular),BIO3032,No,0
MBiol Biology (Cell & Molecular),BIO3042,Yes,0
MBiol Biology (Cell & Molecular),BIO3048,No,0
MBiol Biology (Cell & Molecular),BIO3049,No,0
MBiol Biology (Cell & Molecular),BIO3051,No,0
MBiol Biology (Cell & Molecular),BIO3052,No,0
MBiol Biology (Cell & Molecular),BIO3197,No,0
MBiol Biology (Cell & Molecular),BIO3198,No,0
MBiol Biology (Cell & Molecular),BIO3199,Yes,0
MBiol Biology (Cell & Molecular),SUG3500,No,0
MBiol Biology (Cell & Molecular),BIO8005,No,0
MBiol Biology (Cell & Molecular),BIO8041,No,0
MBiol Biology (Cell & Molecular),BIO8044,No,0
MBiol Biology (Cell & Molecular),BIO8046,No,0
MBiol Biology (Cell & Molecular),BIO8197,Yes,0
MBiol Biology (Cell & Molecular),NES8006,No,0
MBiol Biology (Cell & Molecular),NES8007,No,0
MBiol Biology (Cell & Molecular),NES8010,No,0
MBiol Biology (Cell & Molecular),SPG8500,No,0
MBiol Biology (Ecology and Conservation),ACE1022,No,0
MBiol Biology (Ecology and Conservation),ACE1056,No,0
MBiol Biology (Ecology and Conservation),ACE1057,No,0
MBiol Biology (Ecology and Conservation),BIO1020,Yes,0
MBiol Biology (Ecology and Conservation),BIO1021,Yes,0
MBiol Biology (Ecology and Conservation),BIO1022,Yes,0
MBiol Biology (Ecology and Conservation),BIO1023,Yes,0
MBiol Biology (Ecology and Conservation),CEG1603,No,0
MBiol Biology (Ecology and Conservation),CHY1610,No,0
MBiol Biology (Ecology and Conservation),MST1203,No,0
MBiol Biology (Ecology and Conservation),MST1204,Yes,0
MBiol Biology (Ecology and Conservation),MST1206,No,0
MBiol Biology (Ecology and Conservation),ACE2061,Yes,0
MBiol Biology (Ecology and Conservation),ACE2077,No,0
MBiol Biology (Ecology and Conservation),BIO2003,Yes,0
MBiol Biology (Ecology and Conservation),BIO2013,No,0
MBiol Biology (Ecology and Conservation),BIO2018,Yes,0
MBiol Biology (Ecology and Conservation),BIO2020,Yes,0
MBiol Biology (Ecology and Conservation),BIO2025,No,0
MBiol Biology (Ecology and Conservation),BIO2028,Yes,0
MBiol Biology (Ecology and Conservation),BIO2029,No,0
MBiol Biology (Ecology and Conservation),BIO2032,Yes,0
MBiol Biology (Ecology and Conservation),BIO2035,No,0
MBiol Biology (Ecology and Conservation),BIO2036,No,0
MBiol Biology (Ecology and Conservation),BIO2037,No,0
MBiol Biology (Ecology and Conservation),MST2201,No,0
MBiol Biology (Ecology and Conservation),NCL2007,No,80
MBiol Biology (Ecology and Conservation),NCL2100,No,0
MBiol Biology (Ecology and Conservation),ACE3080,No,0
MBiol Biology (Ecology and Conservation),ACE3207,No,0
MBiol Biology (Ecology and Conservation),ACE3208,No,0
MBiol Biology (Ecology and Conservation),BIO3036,Yes,0
MBiol Biology (Ecology and Conservation),BIO3039,Yes,0
MBiol Biology (Ecology and Conservation),BIO3040,Yes,0
MBiol Biology (Ecology and Conservation),BIO3049,No,0
MBiol Biology (Ecology and Conservation),BIO3050,No,0
MBiol Biology (Ecology and Conservation),BIO3052,No,0
MBiol Biology (Ecology and Conservation),BIO3197,No,0
MBiol Biology (Ecology and Conservation),BIO3198,No,0
MBiol Biology (Ecology and Conservation),BIO3199,Yes,0
MBiol Biology (Ecology and Conservation),SUG3500,No,0
MBiol Biology (Ecology and Conservation),ACE8041,No,0
MBiol Biology (Ecology and Conservation),BIO8062,No,0
MBiol Biology (Ecology and Conservation),BIO8063,No,0
MBiol Biology (Ecology and Conservation),BIO8064,No,0
MBiol Biology (Ecology and Conservation),BIO8067,No,0
MBiol Biology (Ecology and Conservation),BIO8068,No,0
MBiol Biology (Ecology and Conservation),BIO8072,No,0
MBiol Biology (Ecology and Conservation),BIO8196,Yes,0
MBiol Biology (Ecology and Conservation),BIO8197,Yes,0
MBiol Biology (Ecology and Conservation),NES8006,No,0
MBiol Biology (Ecology and Conservation),NES8007,No,0
MBiol Biology (Ecology and Conservation),NES8010,No,0
MBiol Biology (Ecology and Conservation),SPG8500,No,0
MBiol Biology (Ecology and Environ Biol),ACE1022,No,0
MBiol Biology (Ecology and Environ Biol),ACE1056,No,0
MBiol Biology (Ecology and Environ Biol),ACE1057,No,0
MBiol Biology (Ecology and Environ Biol),BIO1020,Yes,0
MBiol Biology (Ecology and Environ Biol),BIO1021,Yes,0
MBiol Biology (Ecology and Environ Biol),BIO1022,Yes,0
MBiol Biology (Ecology and Environ Biol),BIO1023,Yes,0
MBiol Biology (Ecology and Environ Biol),CEG1603,No,0
MBiol Biology (Ecology and Environ Biol),CHY1610,No,0
MBiol Biology (Ecology and Environ Biol),MST1203,No,0
MBiol Biology (Ecology and Environ Biol),MST1204,Yes,0
MBiol Biology (Ecology and Environ Biol),MST1206,No,0
MBiol Biology (Ecology and Environ Biol),ACE2061,No,0
MBiol Biology (Ecology and Environ Biol),ACE2077,No,0
MBiol Biology (Ecology and Environ Biol),BIO2003,Yes,0
MBiol Biology (Ecology and Environ Biol),BIO2013,No,0
MBiol Biology (Ecology and Environ Biol),BIO2018,Yes,0
MBiol Biology (Ecology and Environ Biol),BIO2020,Yes,0
MBiol Biology (Ecology and Environ Biol),BIO2025,No,0
MBiol Biology (Ecology and Environ Biol),BIO2028,Yes,0
MBiol Biology (Ecology and Environ Biol),BIO2029,No,0
MBiol Biology (Ecology and Environ Biol),BIO2032,Yes,0
MBiol Biology (Ecology and Environ Biol),BIO2035,No,0
MBiol Biology (Ecology and Environ Biol),BIO2036,No,0
MBiol Biology (Ecology and Environ Biol),BIO2037,No,0
MBiol Biology (Ecology and Environ Biol),MST2201,No,0
MBiol Biology (Ecology and Environ Biol),NCL2007,No,80
MBiol Biology (Ecology and Environ Biol),NCL2100,No,0
MBiol Biology (Ecology and Environ Biol),ACE3080,No,0
MBiol Biology (Ecology and Environ Biol),ACE3207,No,0
MBiol Biology (Ecology and Environ Biol),ACE3208,No,0
MBiol Biology (Ecology and Environ Biol),BIO2036,No,0
MBiol Biology (Ecology and Environ Biol),BIO3036,Yes,0
MBiol Biology (Ecology and Environ Biol),BIO3039,Yes,0
MBiol Biology (Ecology and Environ Biol),BIO3040,Yes,0
MBiol Biology (Ecology and Environ Biol),BIO3049,No,0
MBiol Biology (Ecology and Environ Biol),BIO3050,No,0
MBiol Biology (Ecology and Environ Biol),BIO3052,No,0
MBiol Biology (Ecology and Environ Biol),BIO3197,No,0
MBiol Biology (Ecology and Environ Biol),BIO3198,No,0
MBiol Biology (Ecology and Environ Biol),BIO3199,No,0
MBiol Biology (Ecology and Environ Biol),SUG3500,No,0
MBiol Biology (Ecology and Environ Biol),ACE8041,No,0
MBiol Biology (Ecology and Environ Biol),BIO8062,No,0
MBiol Biology (Ecology and Environ Biol),BIO8063,No,0
MBiol Biology (Ecology and Environ Biol),BIO8064,No,0
MBiol Biology (Ecology and Environ Biol),BIO8067,No,0
MBiol Biology (Ecology and Environ Biol),BIO8068,No,0
MBiol Biology (Ecology and Environ Biol),BIO8072,No,0
MBiol Biology (Ecology and Environ Biol),BIO8196,No,0
MBiol Biology (Ecology and Environ Biol),BIO8197,No,0
MBiol Biology (Ecology and Environ Biol),NES8006,No,0
MBiol Biology (Ecology and Environ Biol),NES8007,No,0
MBiol Biology (Ecology and Environ Biol),NES8010,No,0
MBiol Biology (Ecology and Environ Biol),SPG8500,No,0
MBiol Biology with Placement Year,NCL3000,Yes,2
MBiol Biology with Placement Year,ACE1022,No,0
MBiol Biology with Placement Year,ACE1056,No,0
MBiol Biology with Placement Year,ACE1057,No,0
MBiol Biology with Placement Year,BIO1020,Yes,0
MBiol Biology with Placement Year,BIO1021,Yes,0
MBiol Biology with Placement Year,BIO1022,Yes,0
MBiol Biology with Placement Year,BIO1023,Yes,0
MBiol Biology with Placement Year,CEG1603,No,0
MBiol Biology with Placement Year,CHY1610,No,0
MBiol Biology with Placement Year,MST1203,No,0
MBiol Biology with Placement Year,MST1204,Yes,0
MBiol Biology with Placement Year,MST1206,No,0
MBiol Biology with Placement Year,ACE2031,No,0
MBiol Biology with Placement Year,ACE2077,No,0
MBiol Biology with Placement Year,BIO2003,No,0
MBiol Biology with Placement Year,BIO2013,No,0
MBiol Biology with Placement Year,BIO2017,Yes,0
MBiol Biology with Placement Year,BIO2018,No,0
MBiol Biology with Placement Year,BIO2020,Yes,0
MBiol Biology with Placement Year,BIO2028,No,0
MBiol Biology with Placement Year,BIO2029,No,0
MBiol Biology with Placement Year,BIO2030,No,0
MBiol Biology with Placement Year,BIO2032,No,0
MBiol Biology with Placement Year,BIO2034,Yes,0
MBiol Biology with Placement Year,BIO2035,Yes,0
MBiol Biology with Placement Year,BIO2036,Yes,0
MBiol Biology with Placement Year,BIO2037,No,0
MBiol Biology with Placement Year,NCL2007,No,80
MBiol Biology with Placement Year,NCL2100,No,0
MBiol Biology with Placement Year,BIO3032,No,0
MBiol Biology with Placement Year,BIO3036,No,0
MBiol Biology with Placement Year,BIO3039,No,0
MBiol Biology with Placement Year,BIO3040,No,0
MBiol Biology with Placement Year,BIO3042,No,0
MBiol Biology with Placement Year,BIO3048,No,0
MBiol Biology with Placement Year,BIO3049,No,0
MBiol Biology with Placement Year,BIO3050,Yes,0
MBiol Biology with Placement Year,BIO3051,No,0
MBiol Biology with Placement Year,BIO3052,Yes,0
MBiol Biology with Placement Year,BIO3197,No,0
MBiol Biology with Placement Year,BIO3198,No,0
MBiol Biology with Placement Year,BIO3199,No,0
MBiol Biology with Placement Year,SUG3500,No,0
MBiol Biology with Placement Year,BIO8005,No,0
MBiol Biology with Placement Year,BIO8043,No,0
MBiol Biology with Placement Year,BIO8044,No,0
MBiol Biology with Placement Year,BIO8046,No,0
MBiol Biology with Placement Year,BIO8054,No,0
MBiol Biology with Placement Year,BIO8062,No,0
MBiol Biology with Placement Year,BIO8063,No,0
MBiol Biology with Placement Year,BIO8064,No,0
MBiol Biology with Placement Year,BIO8067,No,0
MBiol Biology with Placement Year,BIO8068,No,0
MBiol Biology with Placement Year,BIO8196,No,0
MBiol Biology with Placement Year,BIO8197,No,0
MBiol Biology with Placement Year,MMB8003,No,0
MBiol Biology with Placement Year,NES8006,No,0
MBiol Biology with Placement Year,NES8007,No,0
MBiol Biology with Placement Year,NES8010,No,0
MBiol Biology with Placement Year,SPG8500,No,0
MBiol Zoology,ACE1022,No,0
MBiol Zoology,ACE1056,No,0
MBiol Zoology,ACE1057,No,0
MBiol Zoology,BIO1020,Yes,0
MBiol Zoology,BIO1021,Yes,0
MBiol Zoology,BIO1022,Yes,0
MBiol Zoology,BIO1023,Yes,0
MBiol Zoology,CEG1603,No,0
MBiol Zoology,CHY1610,No,0
MBiol Zoology,MST1203,No,0
MBiol Zoology,MST1204,Yes,0
MBiol Zoology,MST1206,No,0
MBiol Zoology,ACE2031,No,0
MBiol Zoology,ACE2077,No,0
MBiol Zoology,BIO2003,Yes,0
MBiol Zoology,BIO2013,Yes,0
MBiol Zoology,BIO2020,Yes,0
MBiol Zoology,BIO2025,No,0
MBiol Zoology,BIO2028,No,0
MBiol Zoology,BIO2029,Yes,0
MBiol Zoology,BIO2032,Yes,0
MBiol Zoology,BIO2034,Yes,0
MBiol Zoology,BIO2036,No,0
MBiol Zoology,BIO2037,No,0
MBiol Zoology,BIO2038,No,22
MBiol Zoology,NCL2007,No,80
MBiol Zoology,NCL2100,No,0
MBiol Zoology,PSY2007,No,0
MBiol Zoology,ACE3208,No,0
MBiol Zoology,ACE3211,No,0
MBiol Zoology,BIO2036,No,0
MBiol Zoology,BIO3036,No,0
MBiol Zoology,BIO3037,Yes,0
MBiol Zoology,BIO3039,No,0
MBiol Zoology,BIO3040,No,0
MBiol Zoology,BIO3049,No,0
MBiol Zoology,BIO3050,Yes,0
MBiol Zoology,BIO3197,No,0
MBiol Zoology,BIO3198,No,0
MBiol Zoology,BIO3199,Yes,0
MBiol Zoology,SUG3500,No,0
MBiol Zoology,BIO8054,No,0
MBiol Zoology,BIO8062,No,0
MBiol Zoology,BIO8063,No,0
MBiol Zoology,BIO8067,No,0
MBiol Zoology,BIO8069,No,4
MBiol Zoology,BIO8196,Yes,0
MBiol Zoology,BIO8197,Yes,0
MBiol Zoology,MMB8003,No,0
MBiol Zoology,NES8006,No,0
MBiol Zoology,NES8007,No,0
MBiol Zoology,NES8010,No,0
MBiol Zoology,SPG8500,No,0
MBiol Zoology with Placement (Y3),NCL3000,Yes,2
MBiol Zoology with Placement (Y3),ACE1022,No,0
MBiol Zoology with Placement (Y3),ACE1056,No,0
MBiol Zoology with Placement (Y3),ACE1057,No,0
MBiol Zoology with Placement (Y3),BIO1020,Yes,0
MBiol Zoology with Placement (Y3),BIO1021,Yes,0
MBiol Zoology with Placement (Y3),BIO1022,Yes,0
MBiol Zoology with Placement (Y3),BIO1023,Yes,0
MBiol Zoology with Placement (Y3),CEG1603,No,0
MBiol Zoology with Placement (Y3),CHY1610,No,0
MBiol Zoology with Placement (Y3),MST1203,No,0
MBiol Zoology with Placement (Y3),MST1204,Yes,0
MBiol Zoology with Placement (Y3),MST1206,No,0
MBiol Zoology with Placement (Y3),ACE2031,No,0
MBiol Zoology with Placement (Y3),ACE2077,No,0
MBiol Zoology with Placement (Y3),BIO2003,Yes,0
MBiol Zoology with Placement (Y3),BIO2013,Yes,0
MBiol Zoology with Placement (Y3),BIO2020,Yes,0
MBiol Zoology with Placement (Y3),BIO2025,No,0
MBiol Zoology with Placement (Y3),BIO2028,No,0
MBiol Zoology with Placement (Y3),BIO2029,Yes,0
MBiol Zoology with Placement (Y3),BIO2032,Yes,0
MBiol Zoology with Placement (Y3),BIO2034,Yes,0
MBiol Zoology with Placement (Y3),BIO2036,No,0
MBiol Zoology with Placement (Y3),BIO2037,No,0
MBiol Zoology with Placement (Y3),BIO2038,No,22
MBiol Zoology with Placement (Y3),NCL2007,No,80
MBiol Zoology with Placement (Y3),NCL2100,No,0
MBiol Zoology with Placement (Y3),PSY2007,No,0
MBiol Zoology with Placement (Y3),ACE3208,No,0
MBiol Zoology with Placement (Y3),ACE3211,No,0
MBiol Zoology with Placement (Y3),BIO3036,No,0
MBiol Zoology with Placement (Y3),BIO3037,Yes,0
MBiol Zoology with Placement (Y3),BIO3039,No,0
MBiol Zoology with Placement (Y3),BIO3040,No,0
MBiol Zoology with Placement (Y3),BIO3049,No,0
MBiol Zoology with Placement (Y3),BIO3050,Yes,0
MBiol Zoology with Placement (Y3),BIO3197,No,0
MBiol Zoology with Placement (Y3),BIO3198,No,0
MBiol Zoology with Placement (Y3),BIO3199,Yes,0
MBiol Zoology with Placement (Y3),SUG3500,No,0
MBiol Zoology with Placement (Y3),BIO8054,No,0
MBiol Zoology with Placement (Y3),BIO8062,No,0
MBiol Zoology with Placement (Y3),BIO8063,No,0
MBiol Zoology with Placement (Y3),BIO8067,No,0
MBiol Zoology with Placement (Y3),BIO8069,No,4
MBiol Zoology with Placement (Y3),BIO8196,Yes,0
MBiol Zoology with Placement (Y3),BIO8197,Yes,0
MBiol Zoology with Placement (Y3),MMB8003,No,0
MBiol Zoology with Placement (Y3),NES8006,No,0
MBiol Zoology with Placement (Y3),NES8007,No,0
MBiol Zoology with Placement (Y3),NES8010,No,0
MBiol Zoology with Placement (Y3),SPG8500,No,0
MBiol Zoology with Placement Year,NCL3000,Yes,2
MBiol Zoology with Placement Year,ACE1022,No,0
MBiol Zoology with Placement Year,ACE1056,No,0
MBiol Zoology with Placement Year,ACE1057,No,0
MBiol Zoology with Placement Year,BIO1020,Yes,0
MBiol Zoology with Placement Year,BIO1021,Yes,0
MBiol Zoology with Placement Year,BIO1022,Yes,0
MBiol Zoology with Placement Year,BIO1023,Yes,0
MBiol Zoology with Placement Year,CEG1603,No,0
MBiol Zoology with Placement Year,CHY1610,No,0
MBiol Zoology with Placement Year,MST1203,No,0
MBiol Zoology with Placement Year,MST1204,Yes,0
MBiol Zoology with Placement Year,MST1206,No,0
MBiol Zoology with Placement Year,ACE2031,No,0
MBiol Zoology with Placement Year,ACE2077,No,0
MBiol Zoology with Placement Year,BIO2003,Yes,0
MBiol Zoology with Placement Year,BIO2013,Yes,0
MBiol Zoology with Placement Year,BIO2020,Yes,0
MBiol Zoology with Placement Year,BIO2025,No,0
MBiol Zoology with Placement Year,BIO2028,No,0
MBiol Zoology with Placement Year,BIO2029,Yes,0
MBiol Zoology with Placement Year,BIO2032,Yes,0
MBiol Zoology with Placement Year,BIO2034,Yes,0
MBiol Zoology with Placement Year,BIO2036,No,0
MBiol Zoology with Placement Year,BIO2037,No,0
MBiol Zoology with Placement Year,BIO2038,No,22
MBiol Zoology with Placement Year,NCL2007,No,80
MBiol Zoology with Placement Year,NCL2100,No,0
MBiol Zoology with Placement Year,PSY2007,No,0
MBiol Zoology with Placement Year,ACE3208,No,0
MBiol Zoology with Placement Year,ACE3211,No,0
MBiol Zoology with Placement Year,BIO3036,No,0
MBiol Zoology with Placement Year,BIO3037,Yes,0
MBiol Zoology with Placement Year,BIO3039,No,0
MBiol Zoology with Placement Year,BIO3040,No,0
MBiol Zoology with Placement Year,BIO3049,No,0
MBiol Zoology with Placement Year,BIO3050,Yes,0
MBiol Zoology with Placement Year,BIO3197,No,0
MBiol Zoology with Placement Year,BIO3198,No,0
MBiol Zoology with Placement Year,BIO3199,Yes,0
MBiol Zoology with Placement Year,SUG3500,No,0
MBiol Zoology with Placement Year,BIO8054,No,0
MBiol Zoology with Placement Year,BIO8062,No,0
MBiol Zoology with Placement Year,BIO8063,No,0
MBiol Zoology with Placement Year,BIO8067,No,0
MBiol Zoology with Placement Year,BIO8069,No,4
MBiol Zoology with Placement Year,BIO8196,Yes,0
MBiol Zoology with Placement Year,MMB8003,No,0
MBiol Zoology with Placement Year,NES8006,No,0
MBiol Zoology with Placement Year,NES8007,No,0
MBiol Zoology with Placement Year,NES8010,No,0
MBiol Zoology with Placement Year,SPG8500,No,0
MChem Chem with Medicinal Chem Study Abr,CHY3112,Yes,0
MChem Chem with Medicinal Chem Study Abr,CHY3304,Yes,0
MChem Chem with Medicinal Chem Study Abr,CHY8311,Yes,0
MChem Chem with Medicinal Chem Study Abr,ACE1057,No,0
MChem Chem with Medicinal Chem Study Abr,BIO1021,No,0
MChem Chem with Medicinal Chem Study Abr,CEG1601,No,0
MChem Chem with Medicinal Chem Study Abr,CHY1000,No,0
MChem Chem with Medicinal Chem Study Abr,CHY1010,Yes,0
MChem Chem with Medicinal Chem Study Abr,CHY1110,Yes,0
MChem Chem with Medicinal Chem Study Abr,CHY1200,Yes,0
MChem Chem with Medicinal Chem Study Abr,CHY1211,Yes,0
MChem Chem with Medicinal Chem Study Abr,CHY1310,Yes,0
MChem Chem with Medicinal Chem Study Abr,CHY1510,Yes,0
MChem Chem with Medicinal Chem Study Abr,CHY1610,No,0
MChem Chem with Medicinal Chem Study Abr,CHY2001,Yes,0
MChem Chem with Medicinal Chem Study Abr,CHY2101,Yes,0
MChem Chem with Medicinal Chem Study Abr,CHY2102,Yes,0
MChem Chem with Medicinal Chem Study Abr,CHY2103,Yes,0
MChem Chem with Medicinal Chem Study Abr,CHY2201,Yes,0
MChem Chem with Medicinal Chem Study Abr,CHY2301,Yes,0
MChem Chem with Medicinal Chem Study Abr,CHY2401,Yes,0
MChem Chem with Medicinal Chem Study Abr,CHY3110,Yes,0
MChem Chem with Medicinal Chem Study Abr,CHY8420,No,0
MChem Chem with Medicinal Chem Study Abr,CHY8421,No,0
MChem Chem with Medicinal Chem Study Abr,CHY8422,No,0
MChem Chem with Medicinal Chem Study Abr,CHY8423,No,0
MChem Chem with Medicinal Chem Study Abr,CHY8424,No,0
MChem Chem with Medicinal Chem Study Abr,CHY8425,No,0
MChem Chem with Medicinal Chem Study Abr,CHY8428,No,0
MChem Chem with Medicinal Chem Study Abr,CHY8430,Yes,0
MChem Chem with Medicinal Chem Study Abr,CHY8511,Yes,0
MChem Chemistry with Study Abroad,CHY3112,Yes,0
MChem Chemistry with Study Abroad,CHY3304,Yes,0
MChem Chemistry with Study Abroad,CHY8311,Yes,0
MChem Chemistry with Study Abroad,ACE1057,No,0
MChem Chemistry with Study Abroad,BIO1021,No,0
MChem Chemistry with Study Abroad,CEG1601,No,0
MChem Chemistry with Study Abroad,CHY1000,No,0
MChem Chemistry with Study Abroad,CHY1010,Yes,0
MChem Chemistry with Study Abroad,CHY1110,Yes,0
MChem Chemistry with Study Abroad,CHY1200,Yes,0
MChem Chemistry with Study Abroad,CHY1211,Yes,0
MChem Chemistry with Study Abroad,CHY1310,Yes,0
MChem Chemistry with Study Abroad,CHY1510,Yes,0
MChem Chemistry with Study Abroad,CHY1610,No,0
MChem Chemistry with Study Abroad,CHY2001,Yes,0
MChem Chemistry with Study Abroad,CHY2003,Yes,0
MChem Chemistry with Study Abroad,CHY2101,Yes,0
MChem Chemistry with Study Abroad,CHY2102,Yes,0
MChem Chemistry with Study Abroad,CHY2201,Yes,0
MChem Chemistry with Study Abroad,CHY2301,Yes,0
MChem Chemistry with Study Abroad,CHY2401,Yes,0
MChem Chemistry with Study Abroad,CHY3201,Yes,0
MChem Chemistry with Study Abroad,CHY8420,No,0
MChem Chemistry with Study Abroad,CHY8421,No,0
MChem Chemistry with Study Abroad,CHY8422,No,0
MChem Chemistry with Study Abroad,CHY8423,No,0
MChem Chemistry with Study Abroad,CHY8424,No,0
MChem Chemistry with Study Abroad,CHY8425,No,0
MChem Chemistry with Study Abroad,CHY8428,No,0
MChem Chemistry with Study Abroad,CHY8430,Yes,0
MChem Chemistry with Study Abroad,CHY8511,Yes,0
MChem Medicinal Chem (Ind Train),CHY3105,Yes,0
MChem Medicinal Chem (Ind Train),CHY3305,Yes,0
MChem Medicinal Chem (Ind Train),CHY8310,Yes,0
MChem Medicinal Chem (Ind Train),ACE1057,No,0
MChem Medicinal Chem (Ind Train),BIO1021,No,0
MChem Medicinal Chem (Ind Train),CEG1601,No,0
MChem Medicinal Chem (Ind Train),CHY1000,No,0
MChem Medicinal Chem (Ind Train),CHY1010,Yes,0
MChem Medicinal Chem (Ind Train),CHY1110,Yes,0
MChem Medicinal Chem (Ind Train),CHY1200,Yes,0
MChem Medicinal Chem (Ind Train),CHY1211,Yes,0
MChem Medicinal Chem (Ind Train),CHY1310,Yes,0
MChem Medicinal Chem (Ind Train),CHY1510,Yes,0
MChem Medicinal Chem (Ind Train),CHY1610,No,0
MChem Medicinal Chem (Ind Train),CHY2001,Yes,0
MChem Medicinal Chem (Ind Train),CHY2101,Yes,0
MChem Medicinal Chem (Ind Train),CHY2102,Yes,0
MChem Medicinal Chem (Ind Train),CHY2103,Yes,0
MChem Medicinal Chem (Ind Train),CHY2201,Yes,0
MChem Medicinal Chem (Ind Train),CHY2301,Yes,0
MChem Medicinal Chem (Ind Train),CHY2401,Yes,0
MChem Medicinal Chem (Ind Train),CHY3110,Yes,0
MChem Medicinal Chem (Ind Train),CHY8420,No,0
MChem Medicinal Chem (Ind Train),CHY8421,Yes,0
MChem Medicinal Chem (Ind Train),CHY8422,No,0
MChem Medicinal Chem (Ind Train),CHY8423,No,0
MChem Medicinal Chem (Ind Train),CHY8424,No,0
MChem Medicinal Chem (Ind Train),CHY8425,No,0
MChem Medicinal Chem (Ind Train),CHY8428,No,0
MChem Medicinal Chem (Ind Train),CHY8430,Yes,0
MChem Medicinal Chem (Ind Train),CHY8511,Yes,0
MChem with Hons in  Medicinal Chemistry,ACE1057,No,0
MChem with Hons in  Medicinal Chemistry,BIO1021,No,0
MChem with Hons in  Medicinal Chemistry,CEG1601,No,0
MChem with Hons in  Medicinal Chemistry,CHY1000,No,0
MChem with Hons in  Medicinal Chemistry,CHY1010,Yes,0
MChem with Hons in  Medicinal Chemistry,CHY1110,Yes,0
MChem with Hons in  Medicinal Chemistry,CHY1200,Yes,0
MChem with Hons in  Medicinal Chemistry,CHY1211,Yes,0
MChem with Hons in  Medicinal Chemistry,CHY1310,Yes,0
MChem with Hons in  Medicinal Chemistry,CHY1510,Yes,0
MChem with Hons in  Medicinal Chemistry,CHY1610,No,0
MChem with Hons in  Medicinal Chemistry,CHY2001,Yes,0
MChem with Hons in  Medicinal Chemistry,CHY2101,Yes,0
MChem with Hons in  Medicinal Chemistry,CHY2102,Yes,0
MChem with Hons in  Medicinal Chemistry,CHY2103,Yes,0
MChem with Hons in  Medicinal Chemistry,CHY2201,Yes,0
MChem with Hons in  Medicinal Chemistry,CHY2301,Yes,0
MChem with Hons in  Medicinal Chemistry,CHY2401,Yes,0
MChem with Hons in  Medicinal Chemistry,CHY3011,Yes,0
MChem with Hons in  Medicinal Chemistry,CHY3108,Yes,0
MChem with Hons in  Medicinal Chemistry,CHY3109,Yes,0
MChem with Hons in  Medicinal Chemistry,CHY3306,Yes,0
MChem with Hons in  Medicinal Chemistry,CHY8420,No,0
MChem with Hons in  Medicinal Chemistry,CHY8421,Yes,0
MChem with Hons in  Medicinal Chemistry,CHY8422,No,0
MChem with Hons in  Medicinal Chemistry,CHY8423,No,0
MChem with Hons in  Medicinal Chemistry,CHY8424,No,0
MChem with Hons in  Medicinal Chemistry,CHY8425,No,0
MChem with Hons in  Medicinal Chemistry,CHY8428,No,0
MChem with Hons in  Medicinal Chemistry,CHY8430,Yes,0
MChem with Hons in  Medicinal Chemistry,CHY8511,Yes,0
MChem with Hons in Chemistry,ACE1057,No,0
MChem with Hons in Chemistry,BIO1021,No,0
MChem with Hons in Chemistry,CEG1601,No,0
MChem with Hons in Chemistry,CHY1000,No,0
MChem with Hons in Chemistry,CHY1010,Yes,0
MChem with Hons in Chemistry,CHY1110,Yes,0
MChem with Hons in Chemistry,CHY1200,Yes,0
MChem with Hons in Chemistry,CHY1211,Yes,0
MChem with Hons in Chemistry,CHY1310,Yes,0
MChem with Hons in Chemistry,CHY1510,Yes,0
MChem with Hons in Chemistry,CHY1610,No,0
MChem with Hons in Chemistry,CHY2001,Yes,0
MChem with Hons in Chemistry,CHY2003,Yes,0
MChem with Hons in Chemistry,CHY2101,Yes,0
