programme_title,mod_code,comp,stud_no
MChem with Hons in Chemistry,CHY2102,Yes,0
MChem with Hons in Chemistry,CHY2201,Yes,0
MChem with Hons in Chemistry,CHY2301,Yes,0
MChem with Hons in Chemistry,CHY2401,Yes,0
MChem with Hons in Chemistry,CHY3011,Yes,0
MChem with Hons in Chemistry,CHY3108,Yes,0
MChem with Hons in Chemistry,CHY3206,Yes,0
MChem with Hons in Chemistry,CHY3306,Yes,0
MChem with Hons in Chemistry,CHY8420,No,0
MChem with Hons in Chemistry,CHY8421,No,0
MChem with Hons in Chemistry,CHY8422,No,0
MChem with Hons in Chemistry,CHY8423,No,0
MChem with Hons in Chemistry,CHY8424,No,0
MChem with Hons in Chemistry,CHY8425,No,0
MChem with Hons in Chemistry,CHY8428,No,0
MChem with Hons in Chemistry,CHY8430,Yes,0
MChem with Hons in Chemistry,CHY8511,Yes,0
MChm Hon Chemistry (Industrial Training),CHY3105,Yes,0
MChm Hon Chemistry (Industrial Training),CHY3305,Yes,0
MChm Hon Chemistry (Industrial Training),CHY8310,Yes,0
MChm Hon Chemistry (Industrial Training),ACE1057,No,0
MChm Hon Chemistry (Industrial Training),BIO1021,No,0
MChm Hon Chemistry (Industrial Training),CEG1601,No,0
MChm Hon Chemistry (Industrial Training),CHY1000,No,0
MChm Hon Chemistry (Industrial Training),CHY1010,Yes,0
MChm Hon Chemistry (Industrial Training),CHY1200,Yes,0
MChm Hon Chemistry (Industrial Training),CHY1211,Yes,0
MChm Hon Chemistry (Industrial Training),CHY1310,Yes,0
MChm Hon Chemistry (Industrial Training),CHY1510,Yes,0
MChm Hon Chemistry (Industrial Training),CHY1610,No,0
MChm Hon Chemistry (Industrial Training),CHY2001,Yes,0
MChm Hon Chemistry (Industrial Training),CHY2003,Yes,0
MChm Hon Chemistry (Industrial Training),CHY2101,Yes,0
MChm Hon Chemistry (Industrial Training),CHY2102,Yes,0
MChm Hon Chemistry (Industrial Training),CHY2201,Yes,0
MChm Hon Chemistry (Industrial Training),CHY2301,Yes,0
MChm Hon Chemistry (Industrial Training),CHY2401,Yes,0
MChm Hon Chemistry (Industrial Training),CHY3201,Yes,0
MChm Hon Chemistry (Industrial Training),CHY8420,No,0
MChm Hon Chemistry (Industrial Training),CHY8421,No,0
MChm Hon Chemistry (Industrial Training),CHY8422,No,0
MChm Hon Chemistry (Industrial Training),CHY8423,No,0
MChm Hon Chemistry (Industrial Training),CHY8424,No,0
MChm Hon Chemistry (Industrial Training),CHY8425,No,0
MChm Hon Chemistry (Industrial Training),CHY8428,No,0
MChm Hon Chemistry (Industrial Training),CHY8430,Yes,0
MChm Hon Chemistry (Industrial Training),CHY8511,Yes,0
MEarthSci Earth Science,ACE1008,Yes,0
MEarthSci Earth Science,ACE1010,Yes,0
MEarthSci Earth Science,ACE1040,Yes,0
MEarthSci Earth Science,ACE1057,No,0
MEarthSci Earth Science,CEG1601,Yes,0
MEarthSci Earth Science,CEG1602,Yes,0
MEarthSci Earth Science,CEG1603,Yes,0
MEarthSci Earth Science,CEG1604,Yes,0
MEarthSci Earth Science,CEG1702,Yes,0
MEarthSci Earth Science,CEG1706,Yes,0
MEarthSci Earth Science,CEG1712,No,0
MEarthSci Earth Science,MST1207,No,0
MEarthSci Earth Science,ACE2069,Yes,0
MEarthSci Earth Science,ACE2077,Yes,0
MEarthSci Earth Science,BIO2018,No,0
MEarthSci Earth Science,CEG2602,Yes,0
MEarthSci Earth Science,CEG2603,Yes,0
MEarthSci Earth Science,CEG2604,Yes,0
MEarthSci Earth Science,CEG2606,Yes,0
MEarthSci Earth Science,CEG2607,Yes,0
MEarthSci Earth Science,CEG2608,Yes,0
MEarthSci Earth Science,CEG2609,Yes,0
MEarthSci Earth Science,CEG2704,No,0
MEarthSci Earth Science,CEG2709,No,0
MEarthSci Earth Science,ACE2074,No,0
MEarthSci Earth Science,ACE3080,No,0
MEarthSci Earth Science,CEG2719,No,0
MEarthSci Earth Science,CEG3606,Yes,0
MEarthSci Earth Science,CEG3607,Yes,0
MEarthSci Earth Science,CEG3608,No,0
MEarthSci Earth Science,CEG3699,Yes,0
MEarthSci Earth Science,CEG3701,No,0
MEarthSci Earth Science,CEG3707,No,0
MEarthSci Earth Science,NCL3007,No,0
MEarthSci Earth Science,SUG3500,No,0
MEarthSci Earth Science,ACE8016,No,0
MEarthSci Earth Science,ACE8116,No,0
MEarthSci Earth Science,ACE8210,No,0
MEarthSci Earth Science,CEG8202,No,0
MEarthSci Earth Science,CEG8511,No,0
MEarthSci Earth Science,CEG8512,No,0
MEarthSci Earth Science,CEG8514,No,0
MEarthSci Earth Science,CEG8516,No,0
MEarthSci Earth Science,CEG8605,No,0
MEarthSci Earth Science,CEG8606,No,0
MEarthSci Earth Science,CEG8607,Yes,0
MEarthSci Earth Science,CEG8608,No,0
MEarthSci Earth Science,CEG8690,Yes,0
MEarthSci Earth Science,CME8012,No,0
MEarthSci Earth Science,CME8038,No,0
MEarthSci Earth Science,NES8006,No,0
MEarthSci Earth Science,SPG8009,No,0
MEarthSci Earth Science,SPG8012,No,0
MEarthSci Earth Science,SPG8014,No,0
MEarthSci Earth Science,SPG8017,No,0
MEarthSci Earth Science,SPG8024,No,0
MEarthSci Earth Science,SPG8027,No,0
MEarthSci Earth Science with Year in Ind,CEG3608,No,0
MEarthSci Earth Science with Year in Ind,NCL3000,Yes,2
MEarthSci Earth Science with Year in Ind,ACE1008,Yes,0
MEarthSci Earth Science with Year in Ind,ACE1010,Yes,0
MEarthSci Earth Science with Year in Ind,ACE1040,Yes,0
MEarthSci Earth Science with Year in Ind,ACE1057,No,0
MEarthSci Earth Science with Year in Ind,CEG1601,Yes,0
MEarthSci Earth Science with Year in Ind,CEG1602,Yes,0
MEarthSci Earth Science with Year in Ind,CEG1603,Yes,0
MEarthSci Earth Science with Year in Ind,CEG1604,Yes,0
MEarthSci Earth Science with Year in Ind,CEG1702,Yes,0
MEarthSci Earth Science with Year in Ind,CEG1706,Yes,0
MEarthSci Earth Science with Year in Ind,CEG1712,No,0
MEarthSci Earth Science with Year in Ind,MST1207,No,0
MEarthSci Earth Science with Year in Ind,ACE2069,Yes,0
MEarthSci Earth Science with Year in Ind,ACE2077,No,0
MEarthSci Earth Science with Year in Ind,BIO2018,No,0
MEarthSci Earth Science with Year in Ind,CEG2602,Yes,0
MEarthSci Earth Science with Year in Ind,CEG2603,Yes,0
MEarthSci Earth Science with Year in Ind,CEG2604,Yes,0
MEarthSci Earth Science with Year in Ind,CEG2606,Yes,0
MEarthSci Earth Science with Year in Ind,CEG2607,Yes,0
MEarthSci Earth Science with Year in Ind,CEG2608,Yes,0
MEarthSci Earth Science with Year in Ind,CEG2609,Yes,0
MEarthSci Earth Science with Year in Ind,CEG2704,No,0
MEarthSci Earth Science with Year in Ind,CEG2709,No,0
MEarthSci Earth Science with Year in Ind,ACE2074,No,0
MEarthSci Earth Science with Year in Ind,ACE3080,No,0
MEarthSci Earth Science with Year in Ind,ACE8116,No,0
MEarthSci Earth Science with Year in Ind,ACE8210,No,0
MEarthSci Earth Science with Year in Ind,CEG2719,No,0
MEarthSci Earth Science with Year in Ind,CEG3606,Yes,0
MEarthSci Earth Science with Year in Ind,CEG3607,Yes,0
MEarthSci Earth Science with Year in Ind,CEG3699,Yes,0
MEarthSci Earth Science with Year in Ind,CEG3701,No,0
MEarthSci Earth Science with Year in Ind,CEG3707,No,0
MEarthSci Earth Science with Year in Ind,NCL3007,No,0
MEarthSci Earth Science with Year in Ind,NES8006,No,0
MEarthSci Earth Science with Year in Ind,SUG3500,No,0
MEarthSci Earth Science with Year in Ind,ACE8016,No,0
MEarthSci Earth Science with Year in Ind,CEG8202,No,0
MEarthSci Earth Science with Year in Ind,CEG8511,No,0
MEarthSci Earth Science with Year in Ind,CEG8512,No,0
MEarthSci Earth Science with Year in Ind,CEG8514,No,0
MEarthSci Earth Science with Year in Ind,CEG8516,No,0
MEarthSci Earth Science with Year in Ind,CEG8605,No,0
MEarthSci Earth Science with Year in Ind,CEG8606,No,0
MEarthSci Earth Science with Year in Ind,CEG8607,Yes,0
MEarthSci Earth Science with Year in Ind,CEG8608,No,0
MEarthSci Earth Science with Year in Ind,CEG8690,Yes,0
MEarthSci Earth Science with Year in Ind,CME8012,No,0
MEarthSci Earth Science with Year in Ind,CME8038,No,0
MEarthSci Earth Science with Year in Ind,SPG8009,No,0
MEarthSci Earth Science with Year in Ind,SPG8012,No,0
MEarthSci Earth Science with Year in Ind,SPG8014,No,0
MEarthSci Earth Science with Year in Ind,SPG8017,No,0
MEarthSci Earth Science with Year in Ind,SPG8024,No,0
MEarthSci Earth Science with Year in Ind,SPG8027,No,0
MEnv Agricul'l & Enviro'l Science (FT),ACE1008,Yes,0
MEnv Agricul'l & Enviro'l Science (FT),ACE1040,Yes,0
MEnv Agricul'l & Enviro'l Science (FT),ACE1041,No,0
MEnv Agricul'l & Enviro'l Science (FT),ACE1045,Yes,0
MEnv Agricul'l & Enviro'l Science (FT),ACE1046,Yes,0
MEnv Agricul'l & Enviro'l Science (FT),ACE1057,No,0
MEnv Agricul'l & Enviro'l Science (FT),BIO1022,No,0
MEnv Agricul'l & Enviro'l Science (FT),CEG1601,Yes,0
MEnv Agricul'l & Enviro'l Science (FT),CEG1602,Yes,0
MEnv Agricul'l & Enviro'l Science (FT),CEG1603,No,0
MEnv Agricul'l & Enviro'l Science (FT),CEG1702,Yes,0
MEnv Agricul'l & Enviro'l Science (FT),MST1207,No,0
MEnv Agricul'l & Enviro'l Science (FT),ACE2003,No,0
MEnv Agricul'l & Enviro'l Science (FT),ACE2061,Yes,0
MEnv Agricul'l & Enviro'l Science (FT),ACE2069,Yes,0
MEnv Agricul'l & Enviro'l Science (FT),ACE2077,Yes,0
MEnv Agricul'l & Enviro'l Science (FT),BIO2018,Yes,0
MEnv Agricul'l & Enviro'l Science (FT),BIO2028,No,0
MEnv Agricul'l & Enviro'l Science (FT),CEG2604,No,0
MEnv Agricul'l & Enviro'l Science (FT),CEG2606,No,0
MEnv Agricul'l & Enviro'l Science (FT),CEG2607,No,0
MEnv Agricul'l & Enviro'l Science (FT),CEG2609,Yes,0
MEnv Agricul'l & Enviro'l Science (FT),LAW2053,No,0
MEnv Agricul'l & Enviro'l Science (FT),NCL2007,No,80
MEnv Agricul'l & Enviro'l Science (FT),NCL2100,No,0
MEnv Agricul'l & Enviro'l Science (FT),ACE2078,No,0
MEnv Agricul'l & Enviro'l Science (FT),ACE3016,No,0
MEnv Agricul'l & Enviro'l Science (FT),ACE3017,No,0
MEnv Agricul'l & Enviro'l Science (FT),ACE3080,Yes,0
MEnv Agricul'l & Enviro'l Science (FT),ACE3207,Yes,0
MEnv Agricul'l & Enviro'l Science (FT),ACE3907,Yes,0
MEnv Agricul'l & Enviro'l Science (FT),BIO3039,No,0
MEnv Agricul'l & Enviro'l Science (FT),BIO3049,No,0
MEnv Agricul'l & Enviro'l Science (FT),CEG3707,No,0
MEnv Agricul'l & Enviro'l Science (FT),LAW3015,No,0
MEnv Agricul'l & Enviro'l Science (FT),NCL3007,No,0
MEnv Agricul'l & Enviro'l Science (FT),ACE8099,Yes,0
MEnv Agricul'l & Enviro'l Science (FT),ACE8116,Yes,0
MEnv Agricul'l & Enviro'l Science (FT),ACE8211,No,0
MEnv Agricul'l & Enviro'l Science (FT),ACE8909,No,0
MEnv Agricul'l & Enviro'l Science (FT),CEG8608,Yes,0
MEnv Agricul'l & Enviro'l Science (FT),NES8006,Yes,0
MEnv Clean Technology (FT),ACE1008,Yes,0
MEnv Clean Technology (FT),ACE1040,Yes,0
MEnv Clean Technology (FT),ACE1041,No,0
MEnv Clean Technology (FT),ACE1045,Yes,0
MEnv Clean Technology (FT),ACE1046,Yes,0
MEnv Clean Technology (FT),ACE1057,No,0
MEnv Clean Technology (FT),BIO1022,No,0
MEnv Clean Technology (FT),CEG1601,Yes,0
MEnv Clean Technology (FT),CEG1602,Yes,0
MEnv Clean Technology (FT),CEG1603,No,0
MEnv Clean Technology (FT),CEG1702,Yes,0
MEnv Clean Technology (FT),MST1207,No,0
MEnv Clean Technology (FT),ACE2003,No,0
MEnv Clean Technology (FT),ACE2061,Yes,0
MEnv Clean Technology (FT),ACE2069,Yes,0
MEnv Clean Technology (FT),ACE2077,Yes,0
MEnv Clean Technology (FT),BIO2018,Yes,0
MEnv Clean Technology (FT),BIO2028,No,0
MEnv Clean Technology (FT),CEG2604,No,0
MEnv Clean Technology (FT),CEG2606,No,0
MEnv Clean Technology (FT),CEG2607,No,0
MEnv Clean Technology (FT),CEG2609,Yes,0
MEnv Clean Technology (FT),LAW2053,No,0
MEnv Clean Technology (FT),NCL2007,No,80
MEnv Clean Technology (FT),NCL2100,No,0
MEnv Clean Technology (FT),ACE2078,No,0
MEnv Clean Technology (FT),ACE3016,No,0
MEnv Clean Technology (FT),ACE3017,No,0
MEnv Clean Technology (FT),ACE3080,Yes,0
MEnv Clean Technology (FT),ACE3207,Yes,0
MEnv Clean Technology (FT),ACE3907,Yes,0
MEnv Clean Technology (FT),BIO3039,No,0
MEnv Clean Technology (FT),BIO3049,No,0
MEnv Clean Technology (FT),CEG3707,No,0
MEnv Clean Technology (FT),LAW3015,No,0
MEnv Clean Technology (FT),NCL3007,No,0
MEnv Clean Technology (FT),ACE8099,Yes,0
MEnv Clean Technology (FT),CEG8608,Yes,0
MEnv Clean Technology (FT),CME8012,Yes,0
MEnv Clean Technology (FT),CME8038,No,0
MEnv Clean Technology (FT),NES8006,Yes,0
MEnv Clean Technology (FT),SPG8008,No,0
MEnv Clean Technology (FT),SPG8009,No,0
MEnv Clean Technology (FT),SPG8014,No,0
MEnv Clean Technology (FT),SPG8016,No,0
MEnv Ecosystem Management (FT),ACE1008,Yes,0
MEnv Ecosystem Management (FT),ACE1040,Yes,0
MEnv Ecosystem Management (FT),ACE1041,No,0
MEnv Ecosystem Management (FT),ACE1045,Yes,0
MEnv Ecosystem Management (FT),ACE1046,Yes,0
MEnv Ecosystem Management (FT),ACE1057,No,0
MEnv Ecosystem Management (FT),BIO1022,No,0
MEnv Ecosystem Management (FT),CEG1601,Yes,0
MEnv Ecosystem Management (FT),CEG1602,Yes,0
MEnv Ecosystem Management (FT),CEG1603,No,0
MEnv Ecosystem Management (FT),CEG1702,Yes,0
MEnv Ecosystem Management (FT),MST1207,No,0
MEnv Ecosystem Management (FT),ACE2003,No,0
MEnv Ecosystem Management (FT),ACE2061,Yes,0
MEnv Ecosystem Management (FT),ACE2069,Yes,0
MEnv Ecosystem Management (FT),ACE2077,Yes,0
MEnv Ecosystem Management (FT),BIO2018,Yes,0
MEnv Ecosystem Management (FT),BIO2028,No,0
MEnv Ecosystem Management (FT),CEG2604,No,0
MEnv Ecosystem Management (FT),CEG2606,No,0
MEnv Ecosystem Management (FT),CEG2607,No,0
MEnv Ecosystem Management (FT),CEG2609,Yes,0
MEnv Ecosystem Management (FT),LAW2053,No,0
MEnv Ecosystem Management (FT),NCL2007,No,80
MEnv Ecosystem Management (FT),NCL2100,No,0
MEnv Ecosystem Management (FT),ACE2078,No,0
MEnv Ecosystem Management (FT),ACE3016,No,0
MEnv Ecosystem Management (FT),ACE3017,No,0
MEnv Ecosystem Management (FT),ACE3080,Yes,0
MEnv Ecosystem Management (FT),ACE3207,Yes,0
MEnv Ecosystem Management (FT),ACE3907,Yes,0
MEnv Ecosystem Management (FT),BIO3039,No,0
MEnv Ecosystem Management (FT),BIO3049,No,0
MEnv Ecosystem Management (FT),CEG3707,No,0
MEnv Ecosystem Management (FT),LAW3015,No,0
MEnv Ecosystem Management (FT),NCL3007,No,0
MEnv Ecosystem Management (FT),ACE8016,Yes,0
MEnv Ecosystem Management (FT),ACE8041,Yes,0
MEnv Environmental Geochemistry,ACE1008,Yes,0
MEnv Environmental Geochemistry,ACE1040,Yes,0
MEnv Environmental Geochemistry,ACE1041,No,0
MEnv Environmental Geochemistry,ACE1045,Yes,0
MEnv Environmental Geochemistry,ACE1046,Yes,0
MEnv Environmental Geochemistry,ACE1057,No,0
MEnv Environmental Geochemistry,BIO1022,No,0
MEnv Environmental Geochemistry,CEG1601,Yes,0
MEnv Environmental Geochemistry,CEG1602,Yes,0
MEnv Environmental Geochemistry,CEG1603,No,0
MEnv Environmental Geochemistry,CEG1702,Yes,0
MEnv Environmental Geochemistry,MST1207,No,0
MEnv Environmental Geochemistry,ACE2003,No,0
MEnv Environmental Geochemistry,ACE2061,Yes,0
MEnv Environmental Geochemistry,ACE2069,Yes,0
MEnv Environmental Geochemistry,ACE2077,Yes,0
MEnv Environmental Geochemistry,BIO2018,Yes,0
MEnv Environmental Geochemistry,BIO2028,No,0
MEnv Environmental Geochemistry,CEG2604,No,0
MEnv Environmental Geochemistry,CEG2606,No,0
MEnv Environmental Geochemistry,CEG2607,No,0
MEnv Environmental Geochemistry,CEG2609,Yes,0
MEnv Environmental Geochemistry,LAW2053,No,0
MEnv Environmental Geochemistry,NCL2007,No,80
MEnv Environmental Geochemistry,NCL2100,No,0
MEnv Environmental Geochemistry,ACE2078,No,0
MEnv Environmental Geochemistry,ACE3016,No,0
MEnv Environmental Geochemistry,ACE3017,No,0
MEnv Environmental Geochemistry,ACE3080,Yes,0
MEnv Environmental Geochemistry,ACE3207,Yes,0
MEnv Environmental Geochemistry,ACE3907,Yes,0
MEnv Environmental Geochemistry,BIO3039,No,0
MEnv Environmental Geochemistry,BIO3049,No,0
MEnv Environmental Geochemistry,CEG3707,No,0
MEnv Environmental Geochemistry,LAW3015,No,0
MEnv Environmental Geochemistry,NCL3007,No,0
MEnv Environmental Geochemistry,ACE8099,Yes,0
MEnv Environmental Geochemistry,CEG8112,Yes,0
MEnv Environmental Geochemistry,CEG8604,Yes,0
MEnv Environmental Geochemistry,CEG8605,Yes,0
MEnv Environmental Geochemistry,CEG8606,Yes,0
MEnv Environmental Geochemistry,CEG8608,Yes,0
MEnv Environmental Geochemistry,NES8006,Yes,0
MEnvSci Agric & Environ Sci with Placemt,NCL3000,Yes,2
MEnvSci Agric & Environ Sci with Placemt,ACE1008,Yes,0
MEnvSci Agric & Environ Sci with Placemt,ACE1040,Yes,0
MEnvSci Agric & Environ Sci with Placemt,ACE1041,No,0
MEnvSci Agric & Environ Sci with Placemt,ACE1045,Yes,0
MEnvSci Agric & Environ Sci with Placemt,ACE1046,Yes,0
MEnvSci Agric & Environ Sci with Placemt,ACE1057,No,0
MEnvSci Agric & Environ Sci with Placemt,BIO1022,No,0
MEnvSci Agric & Environ Sci with Placemt,CEG1601,Yes,0
MEnvSci Agric & Environ Sci with Placemt,CEG1602,Yes,0
MEnvSci Agric & Environ Sci with Placemt,CEG1603,No,0
MEnvSci Agric & Environ Sci with Placemt,CEG1702,Yes,0
MEnvSci Agric & Environ Sci with Placemt,MST1207,No,0
MEnvSci Agric & Environ Sci with Placemt,ACE2003,No,0
MEnvSci Agric & Environ Sci with Placemt,ACE2061,Yes,0
MEnvSci Agric & Environ Sci with Placemt,ACE2069,Yes,0
MEnvSci Agric & Environ Sci with Placemt,ACE2077,Yes,0
MEnvSci Agric & Environ Sci with Placemt,BIO2018,Yes,0
MEnvSci Agric & Environ Sci with Placemt,BIO2028,No,0
MEnvSci Agric & Environ Sci with Placemt,CEG2604,No,0
MEnvSci Agric & Environ Sci with Placemt,CEG2606,No,0
MEnvSci Agric & Environ Sci with Placemt,CEG2607,No,0
MEnvSci Agric & Environ Sci with Placemt,CEG2609,Yes,0
MEnvSci Agric & Environ Sci with Placemt,LAW2053,No,0
MEnvSci Agric & Environ Sci with Placemt,NCL2007,No,80
MEnvSci Agric & Environ Sci with Placemt,NCL2100,No,0
MEnvSci Agric & Environ Sci with Placemt,ACE2078,No,0
MEnvSci Agric & Environ Sci with Placemt,ACE3016,No,0
MEnvSci Agric & Environ Sci with Placemt,ACE3017,No,0
MEnvSci Agric & Environ Sci with Placemt,ACE3080,Yes,0
MEnvSci Agric & Environ Sci with Placemt,ACE3207,Yes,0
MEnvSci Agric & Environ Sci with Placemt,ACE3907,Yes,0
MEnvSci Agric & Environ Sci with Placemt,BIO3039,No,0
MEnvSci Agric & Environ Sci with Placemt,BIO3049,No,0
MEnvSci Agric & Environ Sci with Placemt,CEG3707,No,0
MEnvSci Agric & Environ Sci with Placemt,LAW3015,No,0
MEnvSci Agric & Environ Sci with Placemt,NCL3007,No,0
MEnvSci Agric & Environ Sci with Placemt,ACE8099,Yes,0
MEnvSci Agric & Environ Sci with Placemt,ACE8116,Yes,0
MEnvSci Agric & Environ Sci with Placemt,ACE8211,No,0
MEnvSci Agric & Environ Sci with Placemt,ACE8909,No,0
MEnvSci Agric & Environ Sci with Placemt,CEG8608,Yes,0
MEnvSci Agric & Environ Sci with Placemt,NES8006,Yes,0
MEnvSci Clean Tech with Placement,ACE1008,Yes,0
MEnvSci Clean Tech with Placement,ACE1040,Yes,0
MEnvSci Clean Tech with Placement,ACE1041,No,0
MEnvSci Clean Tech with Placement,ACE1045,Yes,0
MEnvSci Clean Tech with Placement,ACE1046,Yes,0
MEnvSci Clean Tech with Placement,ACE1057,No,0
MEnvSci Clean Tech with Placement,BIO1022,No,0
MEnvSci Clean Tech with Placement,CEG1601,Yes,0
MEnvSci Clean Tech with Placement,CEG1602,Yes,0
MEnvSci Clean Tech with Placement,CEG1603,No,0
MEnvSci Clean Tech with Placement,CEG1702,Yes,0
MEnvSci Clean Tech with Placement,MST1207,No,0
MEnvSci Clean Tech with Placement,ACE2003,No,0
MEnvSci Clean Tech with Placement,ACE2061,Yes,0
MEnvSci Clean Tech with Placement,ACE2069,Yes,0
MEnvSci Clean Tech with Placement,ACE2077,Yes,0
MEnvSci Clean Tech with Placement,BIO2018,Yes,0
MEnvSci Clean Tech with Placement,BIO2028,No,0
MEnvSci Clean Tech with Placement,CEG2604,No,0
MEnvSci Clean Tech with Placement,CEG2606,No,0
MEnvSci Clean Tech with Placement,CEG2607,No,0
MEnvSci Clean Tech with Placement,CEG2609,Yes,0
MEnvSci Clean Tech with Placement,LAW2053,No,0
MEnvSci Clean Tech with Placement,NCL2007,No,80
MEnvSci Clean Tech with Placement,NCL2100,No,0
MEnvSci Clean Tech with Placement,ACE2078,No,0
MEnvSci Clean Tech with Placement,ACE3016,No,0
MEnvSci Clean Tech with Placement,ACE3017,No,0
MEnvSci Clean Tech with Placement,ACE3080,Yes,0
MEnvSci Clean Tech with Placement,ACE3207,Yes,0
MEnvSci Clean Tech with Placement,ACE3907,Yes,0
MEnvSci Clean Tech with Placement,BIO3039,No,0
MEnvSci Clean Tech with Placement,BIO3049,No,0
MEnvSci Clean Tech with Placement,CEG3707,No,0
MEnvSci Clean Tech with Placement,LAW3015,No,0
MEnvSci Clean Tech with Placement,NCL3007,No,0
MEnvSci Clean Tech with Placement,ACE8099,Yes,0
MEnvSci Clean Tech with Placement,CEG8608,Yes,0
MEnvSci Clean Tech with Placement,CME8012,Yes,0
MEnvSci Clean Tech with Placement,CME8038,No,0
MEnvSci Clean Tech with Placement,NES8006,Yes,0
MEnvSci Clean Tech with Placement,SPG8008,No,0
MEnvSci Clean Tech with Placement,SPG8009,No,0
MEnvSci Clean Tech with Placement,SPG8014,No,0
MEnvSci Clean Tech with Placement,SPG8016,No,0
MEnvSci Ecosystem Management with Place,ACE2078,No,0
MEnvSci Ecosystem Management with Place,NCL3000,Yes,2
MEnvSci Ecosystem Management with Place,ACE1008,Yes,0
MEnvSci Ecosystem Management with Place,ACE1040,Yes,0
MEnvSci Ecosystem Management with Place,ACE1041,No,0
MEnvSci Ecosystem Management with Place,ACE1045,Yes,0
MEnvSci Ecosystem Management with Place,ACE1046,Yes,0
MEnvSci Ecosystem Management with Place,ACE1057,No,0
MEnvSci Ecosystem Management with Place,BIO1022,No,0
MEnvSci Ecosystem Management with Place,CEG1601,Yes,0
MEnvSci Ecosystem Management with Place,CEG1602,Yes,0
MEnvSci Ecosystem Management with Place,CEG1603,No,0
MEnvSci Ecosystem Management with Place,CEG1702,Yes,0
MEnvSci Ecosystem Management with Place,MST1207,No,0
MEnvSci Ecosystem Management with Place,ACE2003,No,0
MEnvSci Ecosystem Management with Place,ACE2061,Yes,0
MEnvSci Ecosystem Management with Place,ACE2069,Yes,0
MEnvSci Ecosystem Management with Place,ACE2077,Yes,0
MEnvSci Ecosystem Management with Place,BIO2018,Yes,0
MEnvSci Ecosystem Management with Place,BIO2028,No,0
MEnvSci Ecosystem Management with Place,CEG2604,No,0
MEnvSci Ecosystem Management with Place,CEG2606,No,0
MEnvSci Ecosystem Management with Place,CEG2607,No,0
MEnvSci Ecosystem Management with Place,CEG2609,Yes,0
MEnvSci Ecosystem Management with Place,LAW2053,No,0
MEnvSci Ecosystem Management with Place,NCL2007,No,80
MEnvSci Ecosystem Management with Place,NCL2100,No,0
MEnvSci Ecosystem Management with Place,ACE3016,No,0
MEnvSci Ecosystem Management with Place,ACE3017,No,0
MEnvSci Ecosystem Management with Place,ACE3080,Yes,0
MEnvSci Ecosystem Management with Place,ACE3207,Yes,0
MEnvSci Ecosystem Management with Place,ACE3907,Yes,0
MEnvSci Ecosystem Management with Place,BIO3039,No,0
MEnvSci Ecosystem Management with Place,BIO3049,No,0
MEnvSci Ecosystem Management with Place,CEG3707,No,0
MEnvSci Ecosystem Management with Place,LAW3015,No,0
MEnvSci Ecosystem Management with Place,NCL3007,No,0
MEnvSci Ecosystem Management with Place,ACE8016,Yes,0
MEnvSci Ecosystem Management with Place,ACE8041,Yes,0
MEnvSci Ecosystem Management with Place,ACE8099,Yes,0
MEnvSci Ecosystem Management with Place,ACE8116,Yes,0
MEnvSci Ecosystem Management with Place,NES8006,Yes,0
MEnvSci Enviro Geochem with Placement,ACE1008,Yes,0
MEnvSci Enviro Geochem with Placement,ACE1040,Yes,0
MEnvSci Enviro Geochem with Placement,ACE1041,No,0
MEnvSci Enviro Geochem with Placement,ACE1045,Yes,0
MEnvSci Enviro Geochem with Placement,ACE1046,Yes,0
MEnvSci Enviro Geochem with Placement,ACE1057,No,0
MEnvSci Enviro Geochem with Placement,BIO1022,No,0
MEnvSci Enviro Geochem with Placement,CEG1601,Yes,0
MEnvSci Enviro Geochem with Placement,CEG1602,Yes,0
MEnvSci Enviro Geochem with Placement,CEG1603,No,0
MEnvSci Enviro Geochem with Placement,CEG1702,Yes,0
MEnvSci Enviro Geochem with Placement,MST1207,No,0
MEnvSci Enviro Geochem with Placement,ACE2003,No,0
MEnvSci Enviro Geochem with Placement,ACE2061,Yes,0
MEnvSci Enviro Geochem with Placement,ACE2069,Yes,0
MEnvSci Enviro Geochem with Placement,ACE2077,Yes,0
MEnvSci Enviro Geochem with Placement,BIO2018,Yes,0
MEnvSci Enviro Geochem with Placement,BIO2028,No,0
MEnvSci Enviro Geochem with Placement,CEG2604,No,0
MEnvSci Enviro Geochem with Placement,CEG2606,No,0
MEnvSci Enviro Geochem with Placement,CEG2607,No,0
MEnvSci Enviro Geochem with Placement,CEG2609,Yes,0
MEnvSci Enviro Geochem with Placement,LAW2053,No,0
MEnvSci Enviro Geochem with Placement,NCL2007,No,80
MEnvSci Enviro Geochem with Placement,NCL2100,No,0
MEnvSci Enviro Geochem with Placement,ACE2078,No,0
MEnvSci Enviro Geochem with Placement,ACE3016,No,0
MEnvSci Enviro Geochem with Placement,ACE3017,No,0
MEnvSci Enviro Geochem with Placement,ACE3080,Yes,0
MEnvSci Enviro Geochem with Placement,ACE3207,Yes,0
MEnvSci Enviro Geochem with Placement,ACE3907,Yes,0
MEnvSci Enviro Geochem with Placement,BIO3039,No,0
MEnvSci Enviro Geochem with Placement,BIO3049,No,0
MEnvSci Enviro Geochem with Placement,CEG3707,No,0
MEnvSci Enviro Geochem with Placement,LAW3015,No,0
MEnvSci Enviro Geochem with Placement,NCL3007,No,0
